,number,treatment,environment,language,version,display,sonority_avg,place_avg,voice_avg
0,67.0,-F-,V_V,AMR ESP,1.0,β̞~∅,0.25,3.0,0.0
0,67.0,-F-,V_V,BAL,1.0,v,2.0,2.5,0.0
0,67.0,-F-,V_V,ASL,1.0,β̞,0.5,3.0,0.0
0,67.0,-F-,V_V,ARG,1.0,β̞,0.5,3.0,0.0
0,67.0,-F-,V_V,GAL,1.0,β̞,0.5,3.0,0.0
0,67.0,-F-,V_V,ITA,1.0,f,2.0,2.5,255.0
0,67.0,-F-,V_V,LAT,1.0,ɸ~f,2.0,2.75,255.0
0,67.0,-F-,V_V,EU POR,1.0,v,2.0,2.5,0.0
0,67.0,-F-,V_V,ROM,1.0,f,2.0,2.5,255.0
0,67.0,-F-,V_V,VAL,1.0,v~β̞,1.25,2.75,0.0
0,68.0,-V-,V_V,ARG,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,BAL,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,LAT,1.0,w,0.3333333333333333,0.0,0.0
0,68.0,-V-,V_V,QBC FRA,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,ROM,1.0,w~∅,0.1666666666666666,0.0,0.0
0,68.0,-V-,V_V,ASL,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,CAS ESP,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,GAL,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,ITA,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,BR POR,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,AND ESP,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,AMR ESP,1.0,β̞,0.5,3.0,0.0
0,68.0,-V-,V_V,CAT,1.0,β~β̞,1.25,3.0,0.0
0,68.0,-V-,V_V,EU POR,1.0,v(β),2.0,2.625,0.0
0,68.0,-V-,V_V,EU FRA,1.0,v,2.0,2.5,0.0
0,68.0,-V-,V_V,VAL,1.0,v~β̞,1.25,2.75,0.0
0,69.0,-S-,V_E,EU FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,69.0,-S-,V_E,EU POR,1.0,z(z̠),2.0,0.875,0.0
0,69.0,-S-,V_E,GAS OCC,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,GAL,1.0,s̠,2.0,0.625,255.0
0,69.0,-S-,V_E,ASL,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,CAS ESP,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,ARG,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,BR POR,1.0,z,2.0,1.0,0.0
0,69.0,-S-,V_E,BAL,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,ROM,1.0,ʃ,2.0,-0.5,255.0
0,69.0,-S-,V_E,QBC FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,69.0,-S-,V_E,VAL,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,AND ESP,1.0,s̟,2.0,1.6666666666666667,255.0
0,69.0,-S-,V_E,AMR ESP,1.0,s,2.0,1.0,255.0
0,69.0,-S-,V_E,OCC,1.0,z̠,2.0,0.5,0.0
0,69.0,-S-,V_E,LAT,1.0,s̠,2.0,0.5,255.0
0,69.0,-S-,V_E,ITA,1.0,z~s,2.0,1.0,127.5
0,69.0,-S-,V_E,CAT,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",EU FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,70.0,-S-,"V_{a,O}",EU POR,1.0,z(z̠),2.0,0.875,0.0
0,70.0,-S-,"V_{a,O}",GAL,1.0,s̠,2.0,0.625,255.0
0,70.0,-S-,"V_{a,O}",GAS OCC,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",LAT,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",ITA,1.0,z~s,2.0,1.0,127.5
0,70.0,-S-,"V_{a,O}",OCC,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",QBC FRA,1.0,z̪,2.0,1.3333333333333333,0.0
0,70.0,-S-,"V_{a,O}",CAS ESP,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",BR POR,1.0,z,2.0,1.0,0.0
0,70.0,-S-,"V_{a,O}",ASL,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",BAL,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",ARG,1.0,s̠,2.0,0.5,255.0
0,70.0,-S-,"V_{a,O}",AND ESP,1.0,s̟,2.0,1.6666666666666667,255.0
0,70.0,-S-,"V_{a,O}",ROM,1.0,s̪,2.0,1.3333333333333333,255.0
0,70.0,-S-,"V_{a,O}",VAL,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",CAT,1.0,z̠,2.0,0.5,0.0
0,70.0,-S-,"V_{a,O}",AMR ESP,1.0,s,2.0,1.0,255.0
0,71.0,-R-,V_V,ARO,1.0,ɾ̪,1.0,1.6666666666666667,0.0
0,71.0,-R-,V_V,AMR ESP,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,ABR,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,EU FRA,1.0,ʁ(ʀ),1.75,-4.0,0.0
0,71.0,-R-,V_V,ARP,1.0,rː(ʀ),1.4583333333333333,-0.8333333333333334,0.0
0,71.0,-R-,V_V,CAT,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,CAS ESP,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,ARG,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,AND ESP,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,WAL,1.0,ʀ,1.25,-4.0,0.0
0,71.0,-R-,V_V,GAS OCC,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,ITA,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,LAT,1.0,r,1.25,0.75,0.0
0,71.0,-R-,V_V,GAL,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,LOG SRD,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,LIG,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,71.0,-R-,V_V,VAL,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,SCN,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,ROM,2.0,n,1.5,1.67,0.0
0,71.0,-R-,V_V,ROM,1.0,ɾ̪,1.0,1.6666666666666667,0.0
0,71.0,-R-,V_V,QBC FRA,1.0,ʁ(ʀ),1.75,-4.0,0.0
0,71.0,-R-,V_V,VEN,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,PGL,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,OCC,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,EU POR,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,CAM,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,BR POR,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,BAL,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,ASL,1.0,ɾ,1.0,0.75,0.0
0,71.0,-R-,V_V,CPN SRD,1.0,ɾ,1.0,0.75,0.0
0,72.0,-L-,V_V,LAT,1.0,ɫ̪,0.75,-1.1666666666666667,0.0
0,72.0,-L-,V_V,ITA,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,GAL,1.0,∅,0.0,0.75,255.0
0,72.0,-L-,V_V,GAS OCC,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,LIG,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,72.0,-L-,V_V,LAT,2.0,l̪ʲ,0.75,-0.1666666666666666,0.0
0,72.0,-L-,V_V,ABR,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,AMR ESP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,AND ESP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ARG,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ARO,1.0,ɾ̪,0.875,1.6666666666666667,0.0
0,72.0,-L-,V_V,ARP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ASL,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,LMO,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,VAL,1.0,ɫ,0.75,-1.625,0.0
0,72.0,-L-,V_V,FUR,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,EU POR,1.0,∅,0.0,0.75,255.0
0,72.0,-L-,V_V,BAL,1.0,ʟ,0.75,-3.0,0.0
0,72.0,-L-,V_V,CPN SRD,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,COR,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,CAM,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,BR POR,1.0,∅,0.0,0.75,255.0
0,72.0,-L-,V_V,CAT,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,CAS ESP,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,EU FRA,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,LOG SRD,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,OCC,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,PGL,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,QBC FRA,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,RMH,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,ROM,1.0,ɾ̪,0.875,1.6666666666666667,0.0
0,72.0,-L-,V_V,SCN,1.0,l,0.75,0.75,0.0
0,72.0,-L-,V_V,VEN,1.0,l~ɰ,0.5416666666666666,-1.125,0.0
0,72.0,-L-,V_V,WAL,1.0,l,0.75,0.75,0.0
0,73.0,-J-,Vˈ_V,ROM,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,CAT,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,EU FRA,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,EU POR,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,EU POR,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,GAL,1.0,ʃ,2.0,-0.5,255.0
0,73.0,-J-,Vˈ_V,GAL,2.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,GAS OCC,1.0,j,0.3333333333333333,-2.0,0.0
0,73.0,-J-,Vˈ_V,GAS OCC,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,ARG,2.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,ARG,1.0,ʝ,2.0,-2.0,0.0
0,73.0,-J-,Vˈ_V,AND ESP,2.0,∅,0.0,-2.0,255.0
0,73.0,-J-,Vˈ_V,AND ESP,1.0,ʝ,2.0,-2.0,0.0
0,73.0,-J-,Vˈ_V,AMR ESP,2.0,ʝ,2.0,-2.0,0.0
0,73.0,-J-,Vˈ_V,AMR ESP,1.0,∅,0.0,-2.0,255.0
0,73.0,-J-,Vˈ_V,CAS ESP,2.0,∅,0.0,-2.0,255.0
0,73.0,-J-,Vˈ_V,ITA,1.0,d̠d̠͡ʒ,3.75,-0.5,0.0
0,73.0,-J-,Vˈ_V,ASL,2.0,∅,0.0,-2.0,255.0
0,73.0,-J-,Vˈ_V,ASL,1.0,ʝ~ʃ,2.0,-1.25,127.5
0,73.0,-J-,Vˈ_V,BR POR,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,BR POR,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,CAS ESP,1.0,ʝ,2.0,-2.0,0.0
0,73.0,-J-,Vˈ_V,BAL,2.0,ʒ,2.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,ITA,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,ARP,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,WAL,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,VAL,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,73.0,-J-,Vˈ_V,ROM,1.0,∅,0.0,-2.0,0.0
0,73.0,-J-,Vˈ_V,QBC FRA,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,73.0,-J-,Vˈ_V,OCC,2.0,̠d̠͡ʒ(d͡z̠),3.0,-0.1666666666666666,0.0
0,73.0,-J-,Vˈ_V,OCC,1.0,j,0.3333333333333333,-2.0,0.0
0,73.0,-J-,Vˈ_V,LAT,1.0,jj,0.4166666666666666,-2.0,0.0
0,74.0,-J-,ˈV_V,EU POR,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,EU POR,2.0,ʒ,2.0,-0.5,0.0
0,74.0,-J-,ˈV_V,GAL,1.0,ʃ,2.0,-0.5,255.0
0,74.0,-J-,ˈV_V,ARG,2.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,ASL,2.0,∅,0.0,-2.0,255.0
0,74.0,-J-,ˈV_V,BR POR,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,BAL,2.0,ʒ,2.0,-0.5,0.0
0,74.0,-J-,ˈV_V,CAS ESP,2.0,∅,0.0,-2.0,255.0
0,74.0,-J-,ˈV_V,QBC FRA,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,OCC,2.0,̠d̠͡ʒ(d͡z̠),3.0,-0.1666666666666666,0.0
0,74.0,-J-,ˈV_V,OCC,1.0,j,0.3333333333333333,-2.0,0.0
0,74.0,-J-,ˈV_V,LIG,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,LAT,1.0,jj,0.4166666666666666,-2.0,0.0
0,74.0,-J-,ˈV_V,ITA,1.0,d̠d̠͡ʒ,3.75,-0.5,0.0
0,74.0,-J-,ˈV_V,GAS OCC,2.0,ʒ,2.0,-0.5,0.0
0,74.0,-J-,ˈV_V,GAS OCC,1.0,j,0.3333333333333333,-2.0,0.0
0,74.0,-J-,ˈV_V,BR POR,2.0,ʒ,2.0,-0.5,0.0
0,74.0,-J-,ˈV_V,BAL,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,ARP,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,ASL,1.0,ʝ~ʃ,2.0,-1.25,127.5
0,74.0,-J-,ˈV_V,AND ESP,2.0,∅,0.0,-2.0,255.0
0,74.0,-J-,ˈV_V,AND ESP,1.0,ʝ,2.0,-2.0,0.0
0,74.0,-J-,ˈV_V,AMR ESP,2.0,ʝ,2.0,-2.0,0.0
0,74.0,-J-,ˈV_V,AMR ESP,1.0,∅,0.0,-2.0,255.0
0,74.0,-J-,ˈV_V,CAS ESP,1.0,ʝ,2.0,-2.0,0.0
0,74.0,-J-,ˈV_V,VAL,2.0,d̠͡ʒ,3.0,-0.5,0.0
0,74.0,-J-,ˈV_V,WAL,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,VAL,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,EU FRA,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,CAT,2.0,ʒ,2.0,-0.5,0.0
0,74.0,-J-,ˈV_V,CAT,1.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,ROM,1.0,j,0.3333333333333333,-2.0,0.0
0,74.0,-J-,ˈV_V,GAL,2.0,j~∅,0.1666666666666666,-2.0,127.5
0,74.0,-J-,ˈV_V,ARG,1.0,ʝ,2.0,-2.0,0.0
0,75.0,-PJ-,V_V,GAS OCC,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,ROM,c,pj~p,2.0833333333333335,0.5,191.25
0,75.0,-PJ-,V_V,OCC,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,LAT,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,ITA,c,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,VAL,b,pj~p,2.0833333333333335,0.5,191.25
0,75.0,-PJ-,V_V,ITA,b,ppj,2.6666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,ASL,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,BAL,b,pj~p,2.0833333333333335,0.5,191.25
0,75.0,-PJ-,V_V,BR POR,b,jb,2.1666666666666665,0.5,0.0
0,75.0,-PJ-,V_V,GAL,b,jβ̞,0.41666666666666663,0.5,0.0
0,75.0,-PJ-,V_V,CAT,b,pj~p,2.0833333333333335,0.5,191.25
0,75.0,-PJ-,V_V,EU FRA,b,ʃ,1.0,1.25,255.0
0,75.0,-PJ-,V_V,EU POR,b,jβ,1.1666666666666667,0.5,0.0
0,75.0,-PJ-,V_V,CAS ESP,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,ARG,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,ROM,b,jp,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,QBC FRA,b,ʃ,1.0,1.25,255.0
0,75.0,-PJ-,V_V,ARO,b,kj,2.1666666666666665,-2.5,127.5
0,75.0,-PJ-,V_V,AMR ESP,b,pj,2.1666666666666665,0.5,127.5
0,75.0,-PJ-,V_V,AND ESP,b,pj,2.1666666666666665,0.5,127.5
0,76.0,-BJ-,V_V,CAS ESP,c,β̞j,0.41666666666666663,0.5,0.0
0,76.0,-BJ-,V_V,CAT,b,βj~ʒ,0.8958333333333333,-0.375,63.75
0,76.0,-BJ-,V_V,GAL,c,j,0.16666666666666666,0.5,127.5
0,76.0,-BJ-,V_V,GAL,b,β̞j,0.41666666666666663,0.5,0.0
0,76.0,-BJ-,V_V,EU POR,d,j,0.16666666666666666,0.5,127.5
0,76.0,-BJ-,V_V,EU POR,c,ʒ,1.0,1.25,127.5
0,76.0,-BJ-,V_V,EU POR,b,jv(jβ),1.1666666666666667,0.3125,0.0
0,76.0,-BJ-,V_V,EU FRA,b,ʒ,1.0,1.25,127.5
0,76.0,-BJ-,V_V,CAT,c,ɣ~ɣ̞,0.625,-2.5,127.5
0,76.0,-BJ-,V_V,VAL,b,βj~d̠͡ʒ,1.3958333333333333,-0.375,63.75
0,76.0,-BJ-,V_V,ITA,c,bbj,2.75,0.5,0.0
0,76.0,-BJ-,V_V,QBC FRA,b,ʒ,1.0,1.25,127.5
0,76.0,-BJ-,V_V,LAT,b,bj,2.1666666666666665,0.5,0.0
0,76.0,-BJ-,V_V,ROM,c,jb,2.25,0.5,0.0
0,76.0,-BJ-,V_V,VAL,c,ɡ~ɣ̞,1.125,-2.5,127.5
0,76.0,-BJ-,V_V,ROM,b,jb,2.1666666666666665,0.5,0.0
0,76.0,-BJ-,V_V,BAL,b,βj~ʒ,1.3333333333333333,-0.375,63.75
0,76.0,-BJ-,V_V,ITA,b,bbj,2.6666666666666665,0.5,0.0
0,76.0,-BJ-,V_V,ASL,c,∅,0.0,-2.0,255.0
0,76.0,-BJ-,V_V,AMR ESP,c,ʝ,1.0,0.5,127.5
0,76.0,-BJ-,V_V,AND ESP,c,β̞j,0.41666666666666663,0.5,0.0
0,76.0,-BJ-,V_V,AND ESP,b,ʝ,1.0,0.5,127.5
0,76.0,-BJ-,V_V,ASL,b,j,0.16666666666666666,0.5,127.5
0,76.0,-BJ-,V_V,ARG,c,j,0.3333333333333333,-2.0,0.0
0,76.0,-BJ-,V_V,AMR ESP,b,β̞j,0.41666666666666663,0.5,0.0
0,76.0,-BJ-,V_V,BR POR,c,ʒ,1.0,1.25,127.5
0,76.0,-BJ-,V_V,BR POR,b,jv,1.1666666666666667,0.25,0.0
0,76.0,-BJ-,V_V,CAS ESP,b,ʝ,1.0,0.5,127.5
0,76.0,-BJ-,V_V,BR POR,d,j,0.16666666666666666,0.5,127.5
0,76.0,-BJ-,V_V,BAL,c,ɡ~ɣ,1.5,-2.5,127.5
0,77.0,-TJ-,Vˈ_V,BAL,c,s̠,1.0,-0.75,255.0
0,77.0,-TJ-,Vˈ_V,BAL,b,(z̠),0.3333333333333333,-0.75,212.5
0,77.0,-TJ-,Vˈ_V,EU FRA,b,z̪,1.0,-0.33333333333333337,127.5
0,77.0,-TJ-,Vˈ_V,GAS OCC,b,z̠,1.0,-0.75,127.5
0,77.0,-TJ-,Vˈ_V,CAT,c,s̠,1.0,-0.75,255.0
0,77.0,-TJ-,Vˈ_V,OCC,c,s̠,1.0,-0.75,255.0
0,77.0,-TJ-,Vˈ_V,OCC,b,z̠,1.0,-0.75,127.5
0,77.0,-TJ-,Vˈ_V,LAT,b,t̪j,2.1666666666666665,-0.16666666666666663,127.5
0,77.0,-TJ-,Vˈ_V,ITA,c,tt͡s,1.875,-0.5,255.0
0,77.0,-TJ-,Vˈ_V,ITA,b,tt͡s(ʒ),1.5833333333333333,-0.75,212.5
0,77.0,-TJ-,Vˈ_V,GAS OCC,c,s̠,1.0,-0.75,255.0
0,77.0,-TJ-,Vˈ_V,CAS ESP,b,θ,1.0,0.0,255.0
0,77.0,-TJ-,Vˈ_V,CAT,b,(z̠),0.3333333333333333,-0.75,212.5
0,77.0,-TJ-,Vˈ_V,QBC FRA,b,z̪,1.0,-0.33333333333333337,127.5
0,77.0,-TJ-,Vˈ_V,AMR ESP,b,s,1.0,-0.5,255.0
0,77.0,-TJ-,Vˈ_V,EU FRA,c,s̪,1.0,-0.33333333333333337,255.0
0,77.0,-TJ-,Vˈ_V,EU POR,b,z(z̪),1.0,-0.45833333333333337,127.5
0,77.0,-TJ-,Vˈ_V,EU POR,c,s(s̪),1.0,-0.45833333333333337,255.0
0,77.0,-TJ-,Vˈ_V,GAL,b,θ(s),1.0,-0.16666666666666663,255.0
0,77.0,-TJ-,Vˈ_V,ASL,b,θ,1.0,0.0,255.0
0,77.0,-TJ-,Vˈ_V,ARO,b,t͡s̪,1.5,-0.33333333333333337,255.0
0,77.0,-TJ-,Vˈ_V,ARG,b,θ,1.0,0.0,255.0
0,77.0,-TJ-,Vˈ_V,AND ESP,b,s̟,1.0,-0.16666666666666663,255.0
0,77.0,-TJ-,Vˈ_V,BR POR,c,s,1.0,-0.5,255.0
0,77.0,-TJ-,Vˈ_V,BR POR,b,z,1.0,-0.5,127.5
0,77.0,-TJ-,Vˈ_V,ROM,b,t͡s̪,1.5,-0.33333333333333337,255.0
0,77.0,-TJ-,Vˈ_V,QBC FRA,c,s̪,1.0,-0.33333333333333337,255.0
0,77.0,-TJ-,Vˈ_V,ROM,c,t̠͡ʃ,1.5,-1.25,255.0
0,77.0,-TJ-,Vˈ_V,VAL,b,(z̠),0.3333333333333333,-0.75,212.5
0,77.0,-TJ-,Vˈ_V,VAL,c,s̠,1.0,-0.75,255.0
0,78.0,-TJ-,ˈV_V,VAL,b,(z̠),0.3333333333333333,-0.75,212.5
0,78.0,-TJ-,ˈV_V,ARG,b,θ,1.0,0.0,255.0
0,78.0,-TJ-,ˈV_V,GAS OCC,b,z̠,1.0,-0.75,127.5
0,78.0,-TJ-,ˈV_V,ITA,b,tt͡s,1.875,-0.5,255.0
0,78.0,-TJ-,ˈV_V,OCC,b,z̠,1.0,-0.75,127.5
0,78.0,-TJ-,ˈV_V,EU FRA,b,z̪,1.0,-0.33333333333333337,127.5
0,78.0,-TJ-,ˈV_V,CAS ESP,b,θ,1.0,0.0,255.0
0,78.0,-TJ-,ˈV_V,CAT,b,(z̠),0.3333333333333333,-0.75,212.5
0,78.0,-TJ-,ˈV_V,ROM,b,t͡s̪,1.5,-0.33333333333333337,255.0
0,78.0,-TJ-,ˈV_V,ASL,b,θ,1.0,0.0,255.0
0,78.0,-TJ-,ˈV_V,BAL,b,(z̠),0.3333333333333333,-0.75,212.5
0,78.0,-TJ-,ˈV_V,BR POR,b,z,1.0,-0.5,127.5
0,78.0,-TJ-,ˈV_V,BR POR,c,s,1.0,-0.5,255.0
0,78.0,-TJ-,ˈV_V,EU POR,b,z(z̪),1.0,-0.45833333333333337,127.5
0,78.0,-TJ-,ˈV_V,QBC FRA,b,z̪,1.0,-0.33333333333333337,127.5
0,78.0,-TJ-,ˈV_V,LAT,b,t̪j,2.1666666666666665,-0.16666666666666663,127.5
0,78.0,-TJ-,ˈV_V,EU POR,c,s(s̪),1.0,-0.45833333333333337,255.0
0,78.0,-TJ-,ˈV_V,GAL,b,θ(s),1.0,-0.16666666666666663,255.0
0,78.0,-TJ-,ˈV_V,AND ESP,b,s̟,1.0,-0.16666666666666663,255.0
0,78.0,-TJ-,ˈV_V,AMR ESP,b,s,1.0,-0.5,255.0
0,79.0,-DJ-,V_V,AND ESP,b,ʝ,1.0,-2.0,127.5
0,79.0,-DJ-,V_V,ARG,c,j~,0.0833333333333333,-2.0,191.25
0,79.0,-DJ-,V_V,ARP,b,j~,0.0833333333333333,-2.0,191.25
0,79.0,-DJ-,V_V,AMR ESP,c,ʝ,1.0,-2.0,127.5
0,79.0,-DJ-,V_V,ARG,b,ʝ,1.0,-2.0,127.5
0,79.0,-DJ-,V_V,QBC FRA,b,j,0.16666666666666666,-2.0,127.5
0,79.0,-DJ-,V_V,VAL,b,d̠͡ʒ,1.5,-1.25,127.5
0,79.0,-DJ-,V_V,GAL,b,ʃ,1.0,-1.25,255.0
0,79.0,-DJ-,V_V,WAL,b,j~,0.0833333333333333,-2.0,191.25
0,79.0,-DJ-,V_V,SCN,b,j,0.16666666666666666,-2.0,127.5
0,79.0,-DJ-,V_V,ARO,b,d͡z̪,1.5,-0.33333333333333337,127.5
0,79.0,-DJ-,V_V,OCC,c,̠d̠͡ʒ(d͡z̠),1.5,-1.0833333333333333,127.5
0,79.0,-DJ-,V_V,GAL,c,j~,0.0833333333333333,-2.0,191.25
0,79.0,-DJ-,V_V,BR POR,b,j~,0.0833333333333333,-2.0,191.25
0,79.0,-DJ-,V_V,CAS ESP,b,ʝ,1.0,-2.0,127.5
0,79.0,-DJ-,V_V,BR POR,c,ʒ,1.0,-1.25,127.5
0,79.0,-DJ-,V_V,EU FRA,b,j,0.16666666666666666,-2.0,127.5
0,79.0,-DJ-,V_V,EU POR,b,j~,0.0833333333333333,-2.0,191.25
0,79.0,-DJ-,V_V,EU POR,c,ʒ,1.0,-1.25,127.5
0,79.0,-DJ-,V_V,CAT,b,ʒ,1.0,-1.25,127.5
0,79.0,-DJ-,V_V,ROM,b,z̪,1.0,-0.33333333333333337,127.5
0,79.0,-DJ-,V_V,ASL,b,ʝ~ʃ,1.0,-1.625,191.25
0,79.0,-DJ-,V_V,OCC,b,j,0.16666666666666666,-2.0,127.5
0,79.0,-DJ-,V_V,LAT,b,d̪j,2.1666666666666665,-0.16666666666666663,0.0
0,79.0,-DJ-,V_V,ITA,c,d̠d̠͡ʒ,1.875,-1.25,127.5
0,79.0,-DJ-,V_V,ITA,b,dd͡z,1.875,-0.5,127.5
0,79.0,-DJ-,V_V,GAS OCC,c,ʒ,1.0,-1.25,127.5
