,treatment,environment,position,Languages,Consonantal +/−,Grapheme,IPA,IPA key,Lateral +/−,Manner of articulation,Place of articulation,Place value,Sibilant +/−,Sonority value,Voice +/−,version
12,FL-,#_,2,LIG,,,,,,,,,,,,1.0
14,FL-,#_,2,LMO,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
14,FL-,#_,1,LMO,+,f,f,42,−,F,B,2.5,−,2,−,1.0
17,FL-,#_,2,LOG SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
17,FL-,#_,1,LOG SRD,+,f,f,42,−,F,B,2.5,−,2,−,1.0
6,FL-,#_,1,OCC,+,f,f,42,−,F,B,2.5,−,2,−,1.0
6,FL-,#_,2,OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
23,FL-,#_,1,PGL,+,f,f,42,−,F,B,2.5,−,2,−,1.0
23,FL-,#_,2,PGL,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
9,FL-,#_,1,QBC FRA,+,f,f,42,−,F,B,2.5,−,2,−,1.0
9,FL-,#_,2,QBC FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
15,FL-,#_,2,RMH,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
15,FL-,#_,1,RMH,+,f,f,42,−,F,B,2.5,−,2,−,1.0
27,FL-,#_,1,ROM,+,f,f,42,−,F,B,2.5,−,2,−,1.0
27,FL-,#_,2,ROM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
24,FL-,#_,2,SCN,,,,,,,,,,,,1.0
24,FL-,#_,1,SCN,+,ci/hi/xh,ç~ʃ,158,−,F,Ɉ,-1,−/+,2,−,1.0
4,FL-,#_,2,VAL,+,l,ɫ,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,1.0
4,FL-,#_,1,VAL,+,f,f,42,−,F,B,2.5,−,2,−,1.0
25,FL-,#_,2,VEN,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
25,FL-,#_,1,VEN,+,f,f,42,−,F,B,2.5,−,2,−,1.0
10,FL-,#_,2,WAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
10,FL-,#_,1,WAL,+,f,f,42,−,F,B,2.5,−,2,−,1.0
21,-PJ-,V_V,2,ABR,,,,,,,,,,,,1.0
21,-PJ-,V_V,1,ABR,,,,,,,,,,,,1.0
1,-PJ-,V_V,1,AMR ESP,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,1.0
1,-PJ-,V_V,2,AMR ESP,+,p,p,,−,P,B,3,−,4,−,1.0
34,-PJ-,V_V,2,AND ESP,+,p,p,,−,P,B,3,−,4,−,1.0
34,-PJ-,V_V,1,AND ESP,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,1.0
35,-PJ-,V_V,1,ARG,,,,,,,,,,,,1.0
35,-PJ-,V_V,2,ARG,,,,,,,,,,,,1.0
26,-PJ-,V_V,2,ARO,,,j,,,,,,,,,1.0
26,-PJ-,V_V,1,ARO,,,k,,,,,,,,,1.0
11,-PJ-,V_V,1,ARP,,,,,,,,,,,,1.0
11,-PJ-,V_V,2,ARP,,,,,,,,,,,,1.0
32,-PJ-,V_V,2,ASL,,,,,,,,,,,,1.0
32,-PJ-,V_V,1,ASL,,,,,,,,,,,,1.0
5,-PJ-,V_V,2,BAL,,,,,,,,,,,,1.0
5,-PJ-,V_V,1,BAL,+,p/b,p~b,,−,P,B,3,−,4,−/+,1.0
0,-PJ-,V_V,1,BR POR,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
0,-PJ-,V_V,2,BR POR,+,b,b,,−,P,B,3,−,4,+,1.0
22,-PJ-,V_V,2,CAM,,,,,,,,,,,,1.0
22,-PJ-,V_V,1,CAM,,,,,,,,,,,,1.0
33,-PJ-,V_V,2,CAS ESP,+,p,p,,−,P,B,3,−,4,−,1.0
33,-PJ-,V_V,1,CAS ESP,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,1.0
3,-PJ-,V_V,1,CAT,+,p/b,p~b,,−,P,B,3,−,4,−/+,1.0
3,-PJ-,V_V,2,CAT,,,,,,,,,,,,1.0
19,-PJ-,V_V,1,COR,,,,,,,,,,,,1.0
19,-PJ-,V_V,2,COR,,,,,,,,,,,,1.0
18,-PJ-,V_V,2,CPN SRD,,,,,,,,,,,,1.0
18,-PJ-,V_V,1,CPN SRD,,,,,,,,,,,,1.0
8,-PJ-,V_V,1,EU FRA,−,∅/i,∅,,−,∅,Ɉ,-2,−,0,+,1.0
8,-PJ-,V_V,2,EU FRA,+,ch,ʃ,,−,F,Ɉ,-0.5,+,2,−,1.0
13,-PJ-,V_V,1,EU POR,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
13,-PJ-,V_V,2,EU POR,+,b,b,,−,P,B,3,−,4,+,1.0
16,-PJ-,V_V,2,FUR,,,,,,,,,,,,1.0
16,-PJ-,V_V,1,FUR,,,,,,,,,,,,1.0
31,-PJ-,V_V,2,GAL,,,,,,,,,,,,1.0
31,-PJ-,V_V,1,GAL,,,,,,,,,,,,1.0
7,-PJ-,V_V,2,GAS OCC,,,,,,,,,,,,1.0
7,-PJ-,V_V,1,GAS OCC,,,,,,,,,,,,1.0
20,-PJ-,V_V,2,ITA,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
20,-PJ-,V_V,1,ITA,+,pp,pp,,−,PP,B,3,−,5,−,1.0
29,-PJ-,V_V,1,ITA,+,p,p,,−,P,B,3,−,4,−,2.0
29,-PJ-,V_V,2,ITA,+,i,j,,−,W,Ɉ,-2,−,0.5,+,2.0
2,-PJ-,V_V,1,LAT,+,P,p,,−,P,B,3,−,4,−,1.0
2,-PJ-,V_V,2,LAT,+,I/E,j,,−,W,Ɉ,-2,−,0.5,+,1.0
12,-PJ-,V_V,1,LIG,,,,,,,,,,,,1.0
12,-PJ-,V_V,2,LIG,,,,,,,,,,,,1.0
14,-PJ-,V_V,2,LMO,,,,,,,,,,,,1.0
14,-PJ-,V_V,1,LMO,,,,,,,,,,,,1.0
17,-PJ-,V_V,2,LOG SRD,,,,,,,,,,,,1.0
17,-PJ-,V_V,1,LOG SRD,,,,,,,,,,,,1.0
6,-PJ-,V_V,2,OCC,,,,,,,,,,,,1.0
6,-PJ-,V_V,1,OCC,,,,,,,,,,,,1.0
23,-PJ-,V_V,2,PGL,,,,,,,,,,,,1.0
23,-PJ-,V_V,1,PGL,,,,,,,,,,,,1.0
9,-PJ-,V_V,2,QBC FRA,,,,,,,,,,,,1.0
9,-PJ-,V_V,1,QBC FRA,,,,,,,,,,,,1.0
15,-PJ-,V_V,2,RMH,,,,,,,,,,,,1.0
15,-PJ-,V_V,1,RMH,,,,,,,,,,,,1.0
30,-PJ-,V_V,2,ROM,−/+,i,i~j,,−,∅~W,Ɉ,-2,−,0.25,+,2.0
30,-PJ-,V_V,1,ROM,+,p,p,,−,P,B,3,−,4,−,2.0
27,-PJ-,V_V,2,ROM,+,p,p,,−,P,B,3,−,4,−,1.0
27,-PJ-,V_V,1,ROM,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
24,-PJ-,V_V,1,SCN,,,,,,,,,,,,1.0
24,-PJ-,V_V,2,SCN,,,,,,,,,,,,1.0
4,-PJ-,V_V,1,VAL,+,p/b,p~b,,−,P,B,3,−,4,−/+,1.0
4,-PJ-,V_V,2,VAL,,,,,,,,,,,,1.0
25,-PJ-,V_V,1,VEN,,,,,,,,,,,,1.0
25,-PJ-,V_V,2,VEN,,,,,,,,,,,,1.0
10,-PJ-,V_V,1,WAL,,,,,,,,,,,,1.0
10,-PJ-,V_V,2,WAL,,,,,,,,,,,,1.0
21,-BJ-,V_V,2,ABR,,,,,,,,,,,,1.0
21,-BJ-,V_V,1,ABR,,,,,,,,,,,,1.0
1,-BJ-,V_V,1,AMR ESP,+,b,β̞,,−,W,B,3,−,0.5,+,1.0
47,-BJ-,V_V,2,AMR ESP,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,3.0
33,-BJ-,V_V,2,AMR ESP,+,y,ʝ,,−,F,Ɉ,-2,−,2,+,2.0
1,-BJ-,V_V,2,AMR ESP,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
47,-BJ-,V_V,1,AMR ESP,,,,,,,,,,,,3.0
33,-BJ-,V_V,1,AMR ESP,,,,,,,,,,,,2.0
46,-BJ-,V_V,2,AND ESP,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,2.0
32,-BJ-,V_V,2,AND ESP,+,y,ʝ,,−,F,Ɉ,-2,−,2,+,1.0
55,-BJ-,V_V,2,AND ESP,+,i,j,,−,W,Ɉ,-2,−,0.5,+,3.0
55,-BJ-,V_V,1,AND ESP,+,b,β̞,,−,W,B,3,−,0.5,+,3.0
46,-BJ-,V_V,1,AND ESP,,,,,,,,,,,,2.0
32,-BJ-,V_V,1,AND ESP,,,,,,,,,,,,1.0
56,-BJ-,V_V,1,ARG,,,,,,,,,,,,1.0
56,-BJ-,V_V,2,ARG,,,,,,,,,,,,1.0
26,-BJ-,V_V,2,ARO,,,j,,,,,,,,,1.0
26,-BJ-,V_V,1,ARO,,,k,,,,,,,,,1.0
11,-BJ-,V_V,2,ARP,,,,,,,,,,,,1.0
11,-BJ-,V_V,1,ARP,,,,,,,,,,,,1.0
45,-BJ-,V_V,2,ASL,,,,,,,,,,,,1.0
45,-BJ-,V_V,1,ASL,,,,,,,,,,,,1.0
5,-BJ-,V_V,2,BAL,−/+,i,i~j,,−,∅~W,Ɉ,-2,−,0.25,+,1.0
50,-BJ-,V_V,2,BAL,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,3.0
50,-BJ-,V_V,1,BAL,,,,,,,,,,,,3.0
5,-BJ-,V_V,1,BAL,+,b/v,v~β,,−,F,B,2.75,−,2,+,1.0
37,-BJ-,V_V,2,BAL,+,gu,ɡ~ɣ,,−,P~F,K,-3,−,3,+,2.0
37,-BJ-,V_V,1,BAL,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,2.0
0,-BJ-,V_V,2,BR POR,+,v,v,,−,F,B,2.5,−,2,+,1.0
30,-BJ-,V_V,2,BR POR,+,j,ʒ,,−,F,Ɉ,-0.5,+,2,+,2.0
43,-BJ-,V_V,1,BR POR,,,,,,,,,,,,3.0
43,-BJ-,V_V,2,BR POR,+,i,j,,−,W,Ɉ,-2,−,0.5,+,3.0
0,-BJ-,V_V,1,BR POR,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
30,-BJ-,V_V,1,BR POR,,,,,,,,,,,,2.0
22,-BJ-,V_V,1,CAM,,,,,,,,,,,,1.0
22,-BJ-,V_V,2,CAM,,,,,,,,,,,,1.0
54,-BJ-,V_V,1,CAS ESP,+,b,β̞,,−,W,B,3,−,0.5,+,3.0
31,-BJ-,V_V,1,CAS ESP,,,,,,,,,,,,1.0
54,-BJ-,V_V,2,CAS ESP,+,i,j,,−,W,Ɉ,-2,−,0.5,+,3.0
31,-BJ-,V_V,2,CAS ESP,+,y,ʝ,,−,F,Ɉ,-2,−,2,+,1.0
44,-BJ-,V_V,1,CAS ESP,,,,,,,,,,,,2.0
44,-BJ-,V_V,2,CAS ESP,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,2.0
48,-BJ-,V_V,1,CAT,,,,,,,,,,,,3.0
3,-BJ-,V_V,1,CAT,+,b/v,β~β̞,,−,F~W,B,3,−,1.25,+,1.0
48,-BJ-,V_V,2,CAT,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,3.0
35,-BJ-,V_V,2,CAT,+,gu,ɣ~ɣ̞,,−,F~W,K,-3,−,1.25,+,2.0
35,-BJ-,V_V,1,CAT,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,2.0
3,-BJ-,V_V,2,CAT,−/+,i,i~j,,−,∅~W,Ɉ,-2,−,0.25,+,1.0
19,-BJ-,V_V,2,COR,,,,,,,,,,,,1.0
19,-BJ-,V_V,1,COR,,,,,,,,,,,,1.0
18,-BJ-,V_V,2,CPN SRD,,,,,,,,,,,,1.0
18,-BJ-,V_V,1,CPN SRD,,,,,,,,,,,,1.0
8,-BJ-,V_V,2,EU FRA,+,ge,ʒ,,−,F,Ɉ,-0.5,+,2,+,1.0
38,-BJ-,V_V,1,EU FRA,,,,,,,,,,,,2.0
51,-BJ-,V_V,1,EU FRA,,,,,,,,,,,,3.0
51,-BJ-,V_V,2,EU FRA,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,3.0
38,-BJ-,V_V,2,EU FRA,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,2.0
8,-BJ-,V_V,1,EU FRA,,,,,,,,,,,,1.0
13,-BJ-,V_V,2,EU POR,+,v~β,v,,−,F,B,2.75,−,2,+,1.0
42,-BJ-,V_V,2,EU POR,+,i,j,,−,W,Ɉ,-2,−,0.5,+,3.0
13,-BJ-,V_V,1,EU POR,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
29,-BJ-,V_V,1,EU POR,,,,,,,,,,,,2.0
29,-BJ-,V_V,2,EU POR,+,j,ʒ,,−,F,Ɉ,-0.5,+,2,+,2.0
42,-BJ-,V_V,1,EU POR,,,,,,,,,,,,3.0
16,-BJ-,V_V,2,FUR,,,,,,,,,,,,1.0
16,-BJ-,V_V,1,FUR,,,,,,,,,,,,1.0
34,-BJ-,V_V,2,GAL,,,,,,,,,,,,1.0
34,-BJ-,V_V,1,GAL,,,,,,,,,,,,1.0
7,-BJ-,V_V,1,GAS OCC,,,,,,,,,,,,1.0
7,-BJ-,V_V,2,GAS OCC,,,,,,,,,,,,1.0
52,-BJ-,V_V,2,ITA,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,3.0
39,-BJ-,V_V,2,ITA,+,i,j,,−,W,Ɉ,-2,−,0.5,+,2.0
20,-BJ-,V_V,1,ITA,+,bb,bb,,−,PP,B,3,−,5,+,1.0
20,-BJ-,V_V,2,ITA,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
39,-BJ-,V_V,1,ITA,+,bb,bb,,−,PP,B,3,−,5,+,2.0
52,-BJ-,V_V,1,ITA,,,,,,,,,,,,3.0
2,-BJ-,V_V,2,LAT,+,I/E,j,,−,W,Ɉ,-2,−,0.5,+,1.0
2,-BJ-,V_V,1,LAT,+,B,b,,−,P,B,3,−,4,+,1.0
12,-BJ-,V_V,1,LIG,,,,,,,,,,,,1.0
12,-BJ-,V_V,2,LIG,,,,,,,,,,,,1.0
14,-BJ-,V_V,2,LMO,,,,,,,,,,,,1.0
14,-BJ-,V_V,1,LMO,,,,,,,,,,,,1.0
17,-BJ-,V_V,2,LOG SRD,,,,,,,,,,,,1.0
17,-BJ-,V_V,1,LOG SRD,,,,,,,,,,,,1.0
6,-BJ-,V_V,1,OCC,,,,,,,,,,,,1.0
6,-BJ-,V_V,2,OCC,,,,,,,,,,,,1.0
23,-BJ-,V_V,1,PGL,,,,,,,,,,,,1.0
23,-BJ-,V_V,2,PGL,,,,,,,,,,,,1.0
9,-BJ-,V_V,2,QBC FRA,,,,,,,,,,,,1.0
9,-BJ-,V_V,1,QBC FRA,,,,,,,,,,,,1.0
15,-BJ-,V_V,1,RMH,,,,,,,,,,,,1.0
15,-BJ-,V_V,2,RMH,,,,,,,,,,,,1.0
40,-BJ-,V_V,1,ROM,+,i,j,,−,W,Ɉ,-2,−,0.5,+,2.0
53,-BJ-,V_V,2,ROM,,,,,,,,,,,,3.0
40,-BJ-,V_V,2,ROM,+,b,b,,−,P,B,3,−,4,+,2.0
53,-BJ-,V_V,1,ROM,,,,,,,,,,,,3.0
27,-BJ-,V_V,2,ROM,+,b,b,,−,P,B,3,−,4,+,1.0
27,-BJ-,V_V,1,ROM,+,i,j,,−,W,Ɉ,-2,−,0.5,+,1.0
24,-BJ-,V_V,2,SCN,,,,,,,,,,,,1.0
24,-BJ-,V_V,1,SCN,,,,,,,,,,,,1.0
49,-BJ-,V_V,2,VAL,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,3.0
49,-BJ-,V_V,1,VAL,,,,,,,,,,,,3.0
4,-BJ-,V_V,2,VAL,−/+,i,i~j,,−,∅~W,Ɉ,-2,−,0.25,+,1.0
36,-BJ-,V_V,1,VAL,−,∅,∅,,−,∅,Ɉ,-2,−,0,+,2.0
36,-BJ-,V_V,2,VAL,+,gu,ɡ~ɣ̞,,−,P~W,K,-3,−,2.25,+,2.0
4,-BJ-,V_V,1,VAL,+,b/v,v~β̞,,−,F~W,B,2.75,−,1.25,+,1.0
25,-BJ-,V_V,1,VEN,,,,,,,,,,,,1.0
25,-BJ-,V_V,2,VEN,,,,,,,,,,,,1.0
10,-BJ-,V_V,1,WAL,,,,,,,,,,,,1.0
10,-BJ-,V_V,2,WAL,,,,,,,,,,,,1.0
21,-TJ-,Vˈ_V,2,ABR,,,,,,,,,,,,1.0
21,-TJ-,Vˈ_V,1,ABR,,,,,,,,,,,,1.0
1,-TJ-,Vˈ_V,1,AMR ESP,+,z,s,,−,F,D,1,+,2,−,1.0
1,-TJ-,Vˈ_V,2,AMR ESP,,,,,,,,,,,,1.0
35,-TJ-,Vˈ_V,2,AND ESP,,,,,,,,,,,,1.0
35,-TJ-,Vˈ_V,1,AND ESP,+,z,s̟,,−,F,D,1.6666666666666667,+,2,−,1.0
36,-TJ-,Vˈ_V,1,ARG,,,,,,,,,,,,1.0
36,-TJ-,Vˈ_V,2,ARG,,,,,,,,,,,,1.0
26,-TJ-,Vˈ_V,1,ARO,,,,,,,,,,,,1.0
26,-TJ-,Vˈ_V,2,ARO,,,,,,,,,,,,1.0
11,-TJ-,Vˈ_V,1,ARP,,,,,,,,,,,,1.0
11,-TJ-,Vˈ_V,2,ARP,,,,,,,,,,,,1.0
33,-TJ-,Vˈ_V,1,ASL,,,,,,,,,,,,1.0
33,-TJ-,Vˈ_V,2,ASL,,,,,,,,,,,,1.0
5,-TJ-,Vˈ_V,1,BAL,−,∅,∅,,−,∅,D,0.5,+,0,+,1.0
5,-TJ-,Vˈ_V,2,BAL,,,,,,,,,,,,1.0
30,-TJ-,Vˈ_V,1,BR POR,+,ç,s,,−,F,D,1,+,2,−,2.0
0,-TJ-,Vˈ_V,2,BR POR,,,,,,,,,,,,1.0
30,-TJ-,Vˈ_V,2,BR POR,,,,,,,,,,,,2.0
0,-TJ-,Vˈ_V,1,BR POR,+,z,z,,−,F,D,1,+,2,+,1.0
22,-TJ-,Vˈ_V,1,CAM,,,,,,,,,,,,1.0
22,-TJ-,Vˈ_V,2,CAM,,,,,,,,,,,,1.0
34,-TJ-,Vˈ_V,1,CAS ESP,+,z,θ,,−,F,D,2,−,2,−,1.0
34,-TJ-,Vˈ_V,2,CAS ESP,,,,,,,,,,,,1.0
3,-TJ-,Vˈ_V,1,CAT,−,∅,∅,,−,∅,D,0.5,+,0,+,1.0
3,-TJ-,Vˈ_V,2,CAT,,,,,,,,,,,,1.0
19,-TJ-,Vˈ_V,2,COR,,,,,,,,,,,,1.0
19,-TJ-,Vˈ_V,1,COR,,,,,,,,,,,,1.0
18,-TJ-,Vˈ_V,2,CPN SRD,,,,,,,,,,,,1.0
18,-TJ-,Vˈ_V,1,CPN SRD,,,,,,,,,,,,1.0
8,-TJ-,Vˈ_V,1,EU FRA,+,s,z̪,,−,F,D,1.3333333333333333,+,2,+,1.0
8,-TJ-,Vˈ_V,2,EU FRA,,,,,,,,,,,,1.0
29,-TJ-,Vˈ_V,2,EU POR,,,,,,,,,,,,2.0
13,-TJ-,Vˈ_V,1,EU POR,+,z,z~z̪,,−,F,D,1.0833333333333333,+,2,+,1.0
29,-TJ-,Vˈ_V,1,EU POR,+,ç,s~s̪,,−,F,D,1.0833333333333333,+,2,−,2.0
13,-TJ-,Vˈ_V,2,EU POR,,,,,,,,,,,,1.0
16,-TJ-,Vˈ_V,2,FUR,,,,,,,,,,,,1.0
16,-TJ-,Vˈ_V,1,FUR,,,,,,,,,,,,1.0
32,-TJ-,Vˈ_V,1,GAL,,,,,,,,,,,,1.0
32,-TJ-,Vˈ_V,2,GAL,,,,,,,,,,,,1.0
7,-TJ-,Vˈ_V,1,GAS OCC,,,,,,,,,,,,1.0
7,-TJ-,Vˈ_V,2,GAS OCC,,,,,,,,,,,,1.0
31,-TJ-,Vˈ_V,1,ITA,+,zz,tt͡s,,−,PP͡F,D,1,+,3.75,−,2.0
20,-TJ-,Vˈ_V,2,ITA,,,,,,,,,,,,1.0
31,-TJ-,Vˈ_V,2,ITA,,,,,,,,,,,,2.0
20,-TJ-,Vˈ_V,1,ITA,+,zz (gi),tt͡s (ʒ),,−,PP͡F (F),D (Ɉ),0.5,+,3.1666666666666665,− (+),1.0
2,-TJ-,Vˈ_V,2,LAT,+,I/E,j,,−,W,Ɉ,-2,−,0.5,+,1.0
2,-TJ-,Vˈ_V,1,LAT,+,T,t̪,,−,P,D,1.6666666666666667,−,4,−,1.0
12,-TJ-,Vˈ_V,1,LIG,,,,,,,,,,,,1.0
12,-TJ-,Vˈ_V,2,LIG,,,,,,,,,,,,1.0
14,-TJ-,Vˈ_V,2,LMO,,,,,,,,,,,,1.0
14,-TJ-,Vˈ_V,1,LMO,,,,,,,,,,,,1.0
17,-TJ-,Vˈ_V,2,LOG SRD,,,,,,,,,,,,1.0
17,-TJ-,Vˈ_V,1,LOG SRD,,,,,,,,,,,,1.0
6,-TJ-,Vˈ_V,2,OCC,,,,,,,,,,,,1.0
6,-TJ-,Vˈ_V,1,OCC,,,,,,,,,,,,1.0
23,-TJ-,Vˈ_V,2,PGL,,,,,,,,,,,,1.0
23,-TJ-,Vˈ_V,1,PGL,,,,,,,,,,,,1.0
9,-TJ-,Vˈ_V,1,QBC FRA,,,,,,,,,,,,1.0
9,-TJ-,Vˈ_V,2,QBC FRA,,,,,,,,,,,,1.0
15,-TJ-,Vˈ_V,2,RMH,,,,,,,,,,,,1.0
15,-TJ-,Vˈ_V,1,RMH,,,,,,,,,,,,1.0
27,-TJ-,Vˈ_V,1,ROM,+,ț (ci),t͡s (t̠͡ʃ),,−,P͡F,D (Ɉ),0.5,+,3,−,1.0
27,-TJ-,Vˈ_V,2,ROM,,,,,,,,,,,,1.0
24,-TJ-,Vˈ_V,2,SCN,,,,,,,,,,,,1.0
24,-TJ-,Vˈ_V,1,SCN,,,,,,,,,,,,1.0
4,-TJ-,Vˈ_V,2,VAL,,,,,,,,,,,,1.0
4,-TJ-,Vˈ_V,1,VAL,−,∅,∅,,−,∅,D,0.5,+,0,+,1.0
25,-TJ-,Vˈ_V,2,VEN,,,,,,,,,,,,1.0
25,-TJ-,Vˈ_V,1,VEN,,,,,,,,,,,,1.0
10,-TJ-,Vˈ_V,1,WAL,,,,,,,,,,,,1.0
10,-TJ-,Vˈ_V,2,WAL,,,,,,,,,,,,1.0
21,-TJ-,ˈV_V,2,ABR,,,,,,,,,,,,1.0
21,-TJ-,ˈV_V,1,ABR,,,,,,,,,,,,1.0
1,-TJ-,ˈV_V,1,AMR ESP,+,z,s,,−,F,D,1,+,2,−,1.0
1,-TJ-,ˈV_V,2,AMR ESP,,,,,,,,,,,,1.0
34,-TJ-,ˈV_V,2,AND ESP,,,,,,,,,,,,1.0
34,-TJ-,ˈV_V,1,AND ESP,+,z,s̟,,−,F,D,1.6666666666666667,+,2,−,1.0
35,-TJ-,ˈV_V,1,ARG,,,,,,,,,,,,1.0
35,-TJ-,ˈV_V,2,ARG,,,,,,,,,,,,1.0
26,-TJ-,ˈV_V,1,ARO,,,,,,,,,,,,1.0
26,-TJ-,ˈV_V,2,ARO,,,,,,,,,,,,1.0
11,-TJ-,ˈV_V,1,ARP,,,,,,,,,,,,1.0
11,-TJ-,ˈV_V,2,ARP,,,,,,,,,,,,1.0
32,-TJ-,ˈV_V,1,ASL,,,,,,,,,,,,1.0
32,-TJ-,ˈV_V,2,ASL,,,,,,,,,,,,1.0
5,-TJ-,ˈV_V,1,BAL,−,∅,∅,,−,∅,D,0.5,+,0,+,1.0
5,-TJ-,ˈV_V,2,BAL,,,,,,,,,,,,1.0
30,-TJ-,ˈV_V,1,BR POR,+,ç,s,,−,F,D,1,+,2,−,2.0
0,-TJ-,ˈV_V,2,BR POR,,,,,,,,,,,,1.0
30,-TJ-,ˈV_V,2,BR POR,,,,,,,,,,,,2.0
0,-TJ-,ˈV_V,1,BR POR,+,z/ç,z~s,,−,F,D,1,+,2,+/−,1.0
22,-TJ-,ˈV_V,1,CAM,,,,,,,,,,,,1.0
22,-TJ-,ˈV_V,2,CAM,,,,,,,,,,,,1.0
33,-TJ-,ˈV_V,1,CAS ESP,+,z,θ,,−,F,D,2,−,2,−,1.0
33,-TJ-,ˈV_V,2,CAS ESP,,,,,,,,,,,,1.0
3,-TJ-,ˈV_V,1,CAT,−,∅,∅,,−,∅,D,0.5,+,0,+,1.0
3,-TJ-,ˈV_V,2,CAT,,,,,,,,,,,,1.0
19,-TJ-,ˈV_V,2,COR,,,,,,,,,,,,1.0
19,-TJ-,ˈV_V,1,COR,,,,,,,,,,,,1.0
18,-TJ-,ˈV_V,2,CPN SRD,,,,,,,,,,,,1.0
18,-TJ-,ˈV_V,1,CPN SRD,,,,,,,,,,,,1.0
8,-TJ-,ˈV_V,1,EU FRA,+,s,z̪,,−,F,D,1.3333333333333333,+,2,+,1.0
8,-TJ-,ˈV_V,2,EU FRA,,,,,,,,,,,,1.0
13,-TJ-,ˈV_V,1,EU POR,+,z/ç,z/s(z̪/s̪),,−,F,D,1.0833333333333333,+,2,+/−,1.0
13,-TJ-,ˈV_V,2,EU POR,,,,,,,,,,,,1.0
29,-TJ-,ˈV_V,2,EU POR,,,,,,,,,,,,2.0
29,-TJ-,ˈV_V,1,EU POR,+,ç,s~s̪,,−,F,D,1.0833333333333333,+,2,−,2.0
16,-TJ-,ˈV_V,2,FUR,,,,,,,,,,,,1.0
16,-TJ-,ˈV_V,1,FUR,,,,,,,,,,,,1.0
31,-TJ-,ˈV_V,1,GAL,,,,,,,,,,,,1.0
31,-TJ-,ˈV_V,2,GAL,,,,,,,,,,,,1.0
7,-TJ-,ˈV_V,1,GAS OCC,,,,,,,,,,,,1.0
7,-TJ-,ˈV_V,2,GAS OCC,,,,,,,,,,,,1.0
20,-TJ-,ˈV_V,2,ITA,,,,,,,,,,,,1.0
20,-TJ-,ˈV_V,1,ITA,+,zz,tt͡s,,−,PP͡F,D,1,+,3.75,−,1.0
2,-TJ-,ˈV_V,2,LAT,+,I/E,j,,−,W,Ɉ,-2,−,0.5,+,1.0
2,-TJ-,ˈV_V,1,LAT,+,T,t̪,,−,P,D,1.6666666666666667,−,4,−,1.0
12,-TJ-,ˈV_V,1,LIG,,,,,,,,,,,,1.0
12,-TJ-,ˈV_V,2,LIG,,,,,,,,,,,,1.0
14,-TJ-,ˈV_V,2,LMO,,,,,,,,,,,,1.0
14,-TJ-,ˈV_V,1,LMO,,,,,,,,,,,,1.0
17,-TJ-,ˈV_V,2,LOG SRD,,,,,,,,,,,,1.0
17,-TJ-,ˈV_V,1,LOG SRD,,,,,,,,,,,,1.0
6,-TJ-,ˈV_V,2,OCC,,,,,,,,,,,,1.0
6,-TJ-,ˈV_V,1,OCC,,,,,,,,,,,,1.0
23,-TJ-,ˈV_V,2,PGL,,,,,,,,,,,,1.0
23,-TJ-,ˈV_V,1,PGL,,,,,,,,,,,,1.0
9,-TJ-,ˈV_V,1,QBC FRA,,,,,,,,,,,,1.0
9,-TJ-,ˈV_V,2,QBC FRA,,,,,,,,,,,,1.0
15,-TJ-,ˈV_V,1,RMH,,,,,,,,,,,,1.0
15,-TJ-,ˈV_V,2,RMH,,,,,,,,,,,,1.0
27,-TJ-,ˈV_V,2,ROM,,,,,,,,,,,,1.0
